The wise man does not expose himself needlessly to danger  since there are few things for which he cares sufficiently but he is willing  in great crises  to give even his life - knowing that under certain conditions it is not worthwhile to live.;Aristotle;great                   57,,,,,,,,,282
We've had risk assessments performed by Harvard University  which said that even if we did have a small number of cases in this country that the likelihood of it spreading or getting into any kind of human health problem is very  very small.;Ann Veneman;health                    58,,,,,,,,,282
You got to have a courageous president to stand up and says  listen  if - if you send a bill to me that spends more money than what we've coming in  I'll veto it. I mean  I'm going to try to work with you the best I can  but I'm going to veto it.;Rick Perry;money                 59,,,,,,,,,282
Christianity emerged from the religion of Israel. Or rather  it has as its background a persistent strain in that religion. To that strain Christians have looked back  and rightly  as the preparation in history for their faith.;Kenneth Scott Latourette;religion                   59,,,,,,,,,282
I wanted the feel in these books to be like an epic fantasy  with kings  queens  dukes and court politics  but of course like what I was explaining before  about making the science make sense  you have to make the politics make sense  too.;Kevin J. Anderson;science               59,,,,,,,,,282
There is an increasingly pervasive sense not only of failure  but of futility. The legislative process has become a cruel shell game and the service system has become a bureaucratic maze  inefficient  incomprehensible  and inaccessible.;Elliot Richardson;failure                  60,,,,,,,,,282
I'm interested not just in projects that I'll be starring in  but producing film and TV that's really quality and great for adults and when I say 'great for adults ' it doesn't mean without humor  because I'm also interested in doing comedy.;Lance Reddick;humor                   60,,,,,,,,,282
Take up one idea. Make that one idea your life - think of it  dream of it  live on that idea. Let the brain  muscles  nerves  every part of your body  be full of that idea  and just leave every other idea alone. This is the way to success.;Swami Vivekananda;success               60,,,,,,,,,282
I've been obsessed with seeing life through music. My records  my relationship with records  my relationship with rock stars  everything that surrounds it  has been really one of the only ways that I ever started to understand the world.;Jeff Tweedy;relationship                  61,,,,,,,,,282
In individual industries where female labour pays an important role  any movement advocating better wages  shorter working hours  etc.  would not be doomed from the start because of the attitude of those women workers who are not organized.;Clara Zetkin;attitude                  67,,,,,,,,,282
An artist is an artist only because of his exquisite sense of beauty  a sense which shows him intoxicating pleasures  but which at the same time implies and contains an equally exquisite sense of all deformities and all disproportion.;Charles Baudelaire;beauty                    68,,,,,,,,,282
As long as our government is administered for the good of the people  and is regulated by their will as long as it secures to us the rights of persons and of property  liberty of conscience and of the press  it will be worth defending.;Andrew Jackson;government                   68,,,,,,,,,282
I've always felt that what I have going for me is not my imagination  because everyone has an imagination. What I have is a relentlessly controlled imagination. What looks like wild invention is actually quite carefully calculated.;Terry Pratchett;imagination                     68,,,,,,,,,282
It has been my honor to support and work with President Barack Obama  a man who has brought courage and character to the presidency. President Obama's strength of character leads him to do the right thing  even when it isn't the easy thing.;Harry Reid;strength                    68,,,,,,,,,282
Mom was 50 when my Dad died. She got on a bus every weekday for years  and rode 40 miles each morning to Madison. She earned a new degree and learned new skills to start her small business. It wasn't just a new livelihood. It was a new life.;Paul Ryan;morning                     69,,,,,,,,,282
The major obstacle to a religious renewal is the intellectual classes  who are highly influential and tend to view religion as primitive superstition. They believe that science has left atheism as the only respectable intellectual stance.;Robert Bork;religion                     69,,,,,,,,,282
The things that make me angry still make me angry. George Carlin is 67  and he's still as funny as he's ever been  and he's still angry. And that makes me feel good  because I feel like if I stick around long enough  I'll still be able to work.;Denis Leary;funny                  70,,,,,,,,,282
And they didn't have to get into a lot of legal speak or talk ER terms  they were real people. I think that's why so many actresses were attracted to it. And it was just about problems that you could identify with so much  right off the bat.;James Denton;legal                    70,,,,,,,,,282
If we can produce more ethanol and bio-diesel to help fuel our vehicles  we will create jobs  boost local economies and produce cleaner burning fuels. This will keep dollars here at home where they can have a positive impact on our economy.;Rick Renzi;positive                    71,,,,,,,,,282
In order to be able to give a girlfriend the amount of time she deserves  you would need time  and I just can't give her that. So  rather than being selfish or stupid enough to go into a relationship  it's just been easier to be single.;Ryan Kwanten;relationship                  72,,,,,,,,,282
I think when you begin to think of yourself as having achieved something  then there's nothing left for you to work towards. I want to believe that there is a mountain so high that I will spend my entire life striving to reach the top of it.;Cicely Tyson;work                     72,,,,,,,,,282
I remind everyone: Whether you school them at home or send them to school  you as a parent have the responsibility to make sure they learn and behave. Teachers and principals may help  but parents are the ones who must accept responsibility.;Ernest Istook;home                    73,,,,,,,,,282
There is a fuzzy but real distinction that can and I believe should be made  between patriotism  which is attachment to a way of life  and nationalism  which is the insistence that your way of life deserves to rule over other ways of life.;Todd Gitlin;patriotism                  75,,,,,,,,,282
Many thousands of youth have been deprived of the benefit of education thereby  their morals ruined  and talents irretrievably lost to society  for want of cultivation: while two parties have been idly contending who should bestow it.;Joseph Lancaster;education                   78,,,,,,,,,282
It's funny - I read that women look to chiseled-faced guys for one-night stands  and to round-faced guys for marriage. When I'm rounder in the face  I like to say  'This is my long-term look.' Or 'This is my wife-and-kids look right here.';Garrett Hedlund;funny                   79,,,,,,,,,282
The only power any government has is the power to crack down on criminals. Well  when there aren't enough criminals  one makes them. One declares so many things to be a crime that it becomes impossible for men to live without breaking laws.;Ayn Rand;government                    79,,,,,,,,,282
If a weakly mortal is to do anything in the world besides eat the bread thereof  there must be a determined subordination of the whole nature to the one aim no trifling with time  which is passing  with strength which is only too limited.;Beatrice Webb;strength                   79,,,,,,,,,282
And I believe that public broadcasting has an important trust with the American people  it's an intimate medium of television  and that we can do reading and language development for young children without getting into human sexuality.;Margaret Spellings;trust                    86,,,,,,,,,282
I thoroughly enjoyed working on Enemy of the State. Tony Scott is an important director  and has an amazing ability to express himself  and he doesn't do it in musical terms   he does it in emotional terms. I got along really well with him.;Trevor Rabin;amazing                   87,,,,,,,,,282
A woman can be very beautiful and an ideal model and she will photograph incredibly well  but she'll appear in film and it won't work. What works is some fusion of physical beauty with some mental field or whatever you call it. I don't know.;Oliver Stone;work                     88,,,,,,,,,282
True friendship multiplies the good in life and divides its evils. Strive to have friends  for life without friends is like life on a desert island... to find one real friend in a lifetime is good fortune to keep him is a blessing.;Baltasar Gracian;friendship                     89,,,,,,,,,282
On receiving from the people the sacred trust twice confided on my illustrious predecessor  and which he has discharged so faithfully and so well  I know that I can not expect to perform the arduous task with equal ability and success.;Martin Van Buren;success                    90,,,,,,,,,282
The real point is that totalitarian regimes have claimed jurisdiction over the whole person  and the whole society  and they don't at all believe that we should give unto Caesar that which is Caesar's and unto God that which is God's.;Jeane Kirkpatrick;society                    91,,,,,,,,,282
I'd gone from being this art student messing about with music to this girl with a record deal  magazine front covers and all this hype. In many ways  it was everything I ever wanted  but when it happened all I felt was total  paralysing fear.;Florence Welch;fear                  93,,,,,,,,,282
What is government itself but the greatest of all reflections on human nature? If men were angels  no government would be necessary. If angels were to govern men  neither external nor internal controls on government would be necessary.;James Madison;government                    97,,,,,,,,,282
I've always thought that as long as directors and casting directors don't see me as just Harry Potter  I'll be OK. People have shown a lot of faith in me  and I owe them a huge debt. They're letting me prove that I'm serious about this.;Daniel Radcliffe;faith                    101,,,,,,,,,282
I think that in a year I may retire. I cannot take my money with me when I die and I wish to enjoy it  with my family  while I live. I should prefer living in Germany to any other country  though I am an American  and am loyal to my country.;Harry Houdini;money                  101,,,,,,,,,282
Every genuine boy is a rebel and an anarch. If he were allowed to develop according to his own instincts  his own inclinations  society would undergo such a radical transformation as to make the adult revolutionary cower and cringe.;John Andrew Holmes;society                    104,,,,,,,,,282
Because most of my career in the classroom has been at art schools (beginning at Bennington in the 1970s)  I am hyper-aware of the often grotesque disconnect between commentary on the arts and the actual practice or production of the arts.;Camille Paglia;art                     105,,,,,,,,,282
The federal government has sponsored research that has produced a tomato that is perfect in every respect  except that you can't eat it. We should make every effort to make sure this disease  often referred to as 'progress'  doesn't spread.;Andy Rooney;respect                   105,,,,,,,,,282
You can't be as old as I am without waking up with a surprised look on your face every morning: 'Holy Christ  whaddya know - I'm still around!' It's absolutely amazing that I survived all the booze and smoking and the cars and the career.;Paul Newman;amazing                     108,,,,,,,,,282
You can't be as old as I am without waking up with a surprised look on your face every morning: 'Holy Christ  whaddya know - I'm still around!' It's absolutely amazing that I survived all the booze and smoking and the cars and the career.;Paul Newman;morning                     108,,,,,,,,,282
When you cut that eggplant up and you roast it in the oven and you make the tomato sauce and you put it on top  your soul is in that food  and there's something about that that can never be made by a company that has three million employees.;Mario Batali;food                    110,,,,,,,,,282
If a dog doesn't put you first where are you both? In what relation? A dog needs God. It lives by your glances  your wishes. It even shares your humor. This happens about the fifth year. If it doesn't happen you are only keeping an animal.;Enid Bagnold;humor                     110,,,,,,,,,282
What Churchill described as the twin marauders of war and tyranny have been almost entirely banished from our continent. Today  hundreds of millions dwell in freedom  from the Baltic to the Adriatic  from the Western Approaches to the Aegean.;David Cameron;war                   126,,,,,,,,,282
Some of us learned in a school of philosophy which taught that all was for the common good and nothing for oneself and have never  in any case  regarded the pursuit of happiness as anything other than an aberration of the human spirit.;John Grierson;happiness                    129,,,,,,,,,282
My ace in the hole as a human being used to be my capacity for remembering birthdays. I worked at it. Whenever I made a new friend  I made a point of finding out his or her birthday early on  and I would record it in my Filofax calendar.;Susan Orlean;birthday                    130,,,,,,,,,282
I saw many people who had advanced heart disease and I was so frustrated because I knew if they just knew how to do the right thing  simple lifestyle and diet steps  that the entire trajectory of their life and health would have been different.;Mehmet Oz;diet                    131,,,,,,,,,282
Women face enough pressures and challenges in a workplace that is still depressingly biased against a female's success. Add to that  the fact that the very thing many women I know find most rewarding (having kids) is now frowned upon.;Mika Brzezinski;success                     131,,,,,,,,,282
We all hoped in 2001 that we could put in place an Afghan government under President Karzai that would be able to control the country  make sure al-Qaeda didn't come back  and make sure the Taliban wasn't resurging. It didn't work out.;Colin Powell;government                    133,,,,,,,,,282
I've always been intrigued by color and by interesting hair. I was one of those weird little girls doing my own hair at the age of 9. I was  like  getting weird gels and new brushes and cornrow holders. I would tweak and perm at the age of 13.;Nicki Minaj;age                    139,,,,,,,,,282
I didn't really get into golf until I was about 14. My mom and dad were taking lessons from a pro an hour and a half from our farm in Cohuna  Australia. When they got home  I'd ask my mom to explain everything they learned - drills and all.;Stuart Appleby;dad                    140,,,,,,,,,282
If there is any principle of the Constitution that more imperatively calls for attachment than any other it is the principle of free thought  not free thought for those who agree with us but freedom for the thought that we hate.;Oliver Wendell Holmes;freedom                     140,,,,,,,,,282
I didn't really get into golf until I was about 14. My mom and dad were taking lessons from a pro an hour and a half from our farm in Cohuna  Australia. When they got home  I'd ask my mom to explain everything they learned - drills and all.;Stuart Appleby;mom                    140,,,,,,,,,282
I consider Bush's decision to call for a war against terrorism a serious mistake. He is elevating these criminals to the status of war enemies  and one cannot lead a war against a network if the term war is to retain any definite meaning.;Jurgen Habermas;war                     142,,,,,,,,,282
Let us change our traditional attitude to the construction of programs: Instead of imagining that our main task is to instruct a computer what to do  let us concentrate rather on explaining to human beings what we want a computer to do.”    – Donald E. Knuth                     148,,,,,,,,,282
Let us change our traditional attitude to the construction of programs. Instead of imagining that our main task is to instruct a computer what to do  let us concentrate rather on explaining to human beings what we want a computer to do.;Donald Knuth;attitude                     148,,,,,,,,,282
I say I never wanna get married. I feel trapped with the idea of marriage. How can you really be with somebody forever? I'd get bored! As I get older  I don't settle. I'd rather tell somebody 'This is what I want - take it or leave it.';Amanda Bynes;marriage                     149,,,,,,,,,282
Twitter is the most amazing medium for a comedy writer. I can't get in every idea I want on the show no matter how hard I try to bully the other writers  so it's a way of me getting out other comic ideas and immediately getting feedback.;Mindy Kaling;amazing                     152,,,,,,,,,282
I really feel like life will dictate itself. You should allow it to unfold as naturally as possible. Just go with the flow. When you're really desperate  you say a few prayers and hope for the best. That's the way I've always lived my life.;Shania Twain;best                     152,,,,,,,,,282
I really feel like life will dictate itself. You should allow it to unfold as naturally as possible. Just go with the flow. When you're really desperate  you say a few prayers and hope for the best. That's the way I've always lived my life.;Shania Twain;hope                     152,,,,,,,,,282
A just laicism allows religious freedom. The state does not impose religion but rather gives space to religions with a responsibility toward civil society  and therefore it allows these religions to be factors in building up society.;Joseph Ratzinger;freedom                     154,,,,,,,,,282
The important thing is to learn a lesson every time you lose. Life is a learning process and you have to try to learn what's best for you. Let me tell you  life is not fun when you're banging your head against a brick wall all the time.;John McEnroe;learning                     154,,,,,,,,,282
A just laicism allows religious freedom. The state does not impose religion but rather gives space to religions with a responsibility toward civil society  and therefore it allows these religions to be factors in building up society.;Joseph Ratzinger;society                     154,,,,,,,,,282
Always Do Your Best. Your best is going to change from moment to moment it will be different when you are healthy as opposed to sick. Under any circumstance  simply do your best  and you will avoid self-judgment  self-abuse and regret.;Miguel Angel Ruiz;change                   156,,,,,,,,,282
President Reagan was a leader at a time when the American people most needed leadership. He outlined a vision that captured the imagination of the free world  a vision that toppled the Communist empire and freed countless millions.;Dennis Hastert;imagination                     157,,,,,,,,,282
I feel like the people from Iceland have a different relationship with their country than other places. Most Icelandic people are really proud to be from there  and we don't have embarrassments like World War II where we were cruel to other people.;Bjork;war                     159,,,,,,,,,282
Love Is Louder is a movement that is hopefully going to bring some awareness and make some noise when it comes to teens who are feeling suicidal or even just sad  outcasts  and being bullied  and really feel like they have nowhere to turn to.;Brittany Snow;sad                   161,,,,,,,,,282
I felt that the elegance of pop music was that it was reflective: we were holding up a mirror to our audience and reflecting them philosophically and spiritually  rather than just reflecting society or something called 'rock and roll.';Pete Townshend;society                     161,,,,,,,,,282
The upside to anger? Getting it out of your system. You got to express your anger. Then you have room for more positive things. If I hold something in a long time  and then I speak it  it's amazing how the light shines so much brighter.;Reba McEntire;positive                    162,,,,,,,,,282
I think people need to be educated to the fact that marijuana is not a drug. Marijuana is an herb and a flower. God put it here. If He put it here and He wants it to grow  what gives the government the right to say that God is wrong?;Willie Nelson;government                     170,,,,,,,,,282
The paradox is really the pathos of intellectual life and just as only great souls are exposed to passions it is only the great thinker who is exposed to what I call paradoxes  which are nothing else than grandiose thoughts in embryo.;Soren Kierkegaard;great                     175,,,,,,,,,282
The fact that political ideologies are tangible realities is not a proof of their vitally necessary character. The bubonic plague was an extraordinarily powerful social reality  but no one would have regarded it as vitally necessary.;Wilhelm Reich;government                     176,,,,,,,,,282
My own dreams fortunately came true in this great state. I became Mr. Universe I became a successful businessman. And even though some people say I still speak with a slight accent  I have reached the top of the acting profession.;Arnold Schwarzenegger;great                     180,,,,,,,,,282
The books that help you most are those which make you think that most. The hardest way of learning is that of easy reading but a great book that comes from a great thinker is a ship of thought  deep freighted with truth and beauty.;Pablo Neruda;inspirational                     192,,,,,,,,,282
A social problem is one that concerns the way in which people live together in one society. A racial problem is a problem which confronts two different races who live in two separate societies  even if those societies are side by side.;Pauline Hanson;society                     192,,,,,,,,,282
I feel like a lot of the female relationships I see on TV or in movies are in some way free of the kind of jealousy and anxiety and posturing that has been such a huge part of my female friendships  which I hope lessens a little bit with age.;Lena Dunham;age                     197,,,,,,,,,282
Start living now. Stop saving the good china for that special occasion. Stop withholding your love until that special person materializes. Every day you are alive is a special occasion. Every minute  every breath  is a gift from God.;Mary Manin Morrissey;good                    198,,,,,,,,,282
Start living now. Stop saving the good china for that special occasion. Stop withholding your love until that special person materializes. Every day you are alive is a special occasion. Every minute  every breath  is a gift from God.;Mary Manin Morrissey;love                    198,,,,,,,,,282
A treatment method or an educational method that will work for one child may not work for another child. The one common denominator for all of the young children is that early intervention does work  and it seems to improve the prognosis.;Temple Grandin;work                     198,,,,,,,,,282
At one point I had to shove as much food in my body as possible to pack on calories. My trainer wanted me to do six meals a day and not go two hours without eating. If I would cheat on eating one day  I could tell - I'd drop a few pounds.;Taylor Lautner;food                     199,,,,,,,,,282
Riches and the things that are necessary in life are not evil in themselves. And all of us face cares and troubles in this life. The sin comes in the time and energy we spend in pursuing these things  at the expense of neglecting Christ.;David Wilkerson;time                     199,,,,,,,,,282
I am and always will be a sinner. But that's the beautiful thing about Jesus. I'll always try to be a better person in the eyes of God. But I'm not all of a sudden stepping up on a pedestal and saying I'm holier than thou  'cause I'm not!;Billy Ray Cyrus;god                     221,,,,,,,,,282
I also find it interesting that a lot of people in their 30s are not married and don't have kids. There are a lot of people in this age bracket that are out there dating and trying to find love. And I never thought that at my age I would be.;John Stamos;age                      257,,,,,,,,,282
Not to say people shouldn't get rich from art. I adore the alchemy wherein artists who cast a complex spell make rich people give them their money. (Just writing it makes me cackle.) But too many artists have been making money without magic.;Jerry Saltz;art                      257,,,,,,,,,282
Mickey Mouse popped out of my mind onto a drawing pad 20 years ago on a train ride from Manhattan to Hollywood at a time when business fortunes of my brother Roy and myself were at lowest ebb and disaster seemed right around the corner.;Walt Disney;business                      257,,,,,,,,,282
My dad's a scratch golfer and I've got the knack of seeing something and then replicating it. I saw my dad swing a club and I worked out how to do the same thing. My backswing and follow-through have been basically the same since I was two.;Rory McIlroy;dad                      257,,,,,,,,,282
The paranoiac is the exact image of the ruler. The only difference is their position in the world. One might even think the paranoiac the more impressive of the two because he is sufficient unto himself and cannot be shaken by failure.;Elias Canetti;failure                      257,,,,,,,,,282
The hope and change the Democrats had in mind was nothing more than a retread of the failed and discredited socialist policies that have been the enemy of freedom for centuries all over the world. I fear America is teetering towards tyranny.;Jim DeMint;fear                      257,,,,,,,,,282
The voice of the intelligence is drowned out by the roar of fear. It is ignored by the voice of desire. It is contradicted by the voice of shame. It is biased by hate and extinguished by anger. Most of all it is silenced by ignorance.;Karl A. Menninger;fear                      257,,,,,,,,,282
America is just the country that how all the written guarantees in the world for freedom are no protection against tyranny and oppression of the worst kind. There the politician has come to be looked upon as the very scum of society.;Peter Kropotkin;freedom                      257,,,,,,,,,282
When God loves a creature he wants the creature to know the highest happiness and the deepest misery He wants him to know all that being alive can bring. That is his best gift. There is no happiness save in understanding the whole.;Thornton Wilder;happiness                      257,,,,,,,,,282
After I had gone through this matter with the President I told him of my condition of health and that my doctors felt that I must take a complete rest and that I thought that that meant leaving the Department finally in a short time.;Henry L. Stimson;health                      257,,,,,,,,,282
The hope and change the Democrats had in mind was nothing more than a retread of the failed and discredited socialist policies that have been the enemy of freedom for centuries all over the world. I fear America is teetering towards tyranny.;Jim DeMint;hope                      257,,,,,,,,,282
The London games mark the 24th anniversary of my winning two golds and setting the world record in the heptathlon. Someone is going to want it records are made to be broken - it's only a matter of time. I hope mine will outlive me.;Jackie Joyner-Kersee;hope                      257,,,,,,,,,282
Grandchildren have taught me how important the future is. I try to look through their eyes and envision what's in their imagination. What's the world going to look like when they're my age? That really does take a huge imagination.;Richard Lugar;imagination                      257,,,,,,,,,282
As long as there is rape... there is not going to be any peace or justice or equality or freedom. You are not going to become what you want to become or who you want to become. You are not going to live in the world you want to live in.;Andrea Dworkin;peace                      257,,,,,,,,,282
My dad's gay experiences really had a very positive influence on me and my straight relationships - how to better accept all the weirdness and ambiguity and ups and downs and paradoxes. I knew from the beginning I was writing about love.;Mike Mills;positive                      257,,,,,,,,,282
Everyone asks me about being so worried or thinking about existence as if I'm the only person who can't understand why a tree grows the way it does or why a person is in power when they're not that great. These are questions everyone has.;Chris Martin;power                      257,,,,,,,,,282
Protect IP (PIPA) and the Stop Online Piracy Act (SOPA) are a step towards a different kind of Internet. They are a step towards an Internet in which those with money and lawyers and access to power have a greater voice than those who don't.;Ron Wyden;power                      257,,,,,,,,,282
You have people come into your life shockingly and surprisingly. You have losses that you never thought you'd experience. You have rejection and you have learn how to deal with that and how to get up the next day and go on with it.;Taylor Swift;relationship                      257,,,,,,,,,282
Bob Dylan has always sealed his decisions with the unexplainable. His motives for withholding the release of the magnificent 'Basement Tapes' will be as forever obscure as Brian Wilson's reasons for the destruction of the tapes for 'Smile.';Jon Landau;smile                      257,,,,,,,,,282
America is just the country that how all the written guarantees in the world for freedom are no protection against tyranny and oppression of the worst kind. There the politician has come to be looked upon as the very scum of society.;Peter Kropotkin;society                      257,,,,,,,,,282
A lot of guys and people in our society think that chicks just love dudes with money. Chicks love dudes who are successful who happen to have money - do you know what I mean? Chicks are attracted to dudes that are doing their own thing.;Adam Carolla;society                      257,,,,,,,,,282
I try to forget about the expectation that's out there and the audience listening for the next thing so that I'm not trying to please them. I've spent a huge amount of time not communicating with those folks and denying that they exist.;Chuck Palahniuk;time                      257,,,,,,,,,282
I always want to give my best and do the best I can. I know when I have sung my best and when I haven't. There can be stresses and hassles with time travel and press attention. I just have to adapt and find a way of dealing with it.;Katherine Jenkins;travel                      257,,,,,,,,,282
We've not had one Republican president in 34 years balance the budget. You can't trust right-wing Republicans with your money. You ought to hire somebody who has balanced a budget. I'm much more conservative with money than George Bush is.;Howard Dean;trust                      257,,,,,,,,,282
We are victims of evil customs. It is a crime against humanity that our women are shut up within the four walls of the houses as prisoners. There is no sanction anywhere for the deplorable condition in which our women have to live.;Muhammad Ali Jinnah;women                      257,,,,,,,,,282
I think all women have a friend who at some point dumped them or betrayed them or deeply disappointed them. And at the same time all women have a friend who they dumped or betrayed or hurt in some way. That's universal in women's friendships.;Lisa See;women                      257,,,,,,,,,282
I remember driving to North Carolina when I was a little girl in a snowstorm to get down to my mom's family in the Carolinas. There were chains on the car - it was the late sixties - and we were just singing in the car. Christmas carols.;Tori Amos;christmas                      257,,,,,,,,,282
Shock  confusion  fear  anger  grief  and defiance. On Sept. 11 2001  and for the three days following the worst terrorist attack on U.S. soil  President George W. Bush led with raw emotion that reflected the public's whipsawing stages of acceptance.;Ron Fournier;fear              5,,,,,,,,,283
Today  for the first time in history  a Bishop of Rome sets foot on English soil. This fair land  once a distant outpost of the pagan world  has become  through the preaching of the Gospel  a beloved and gifted portion of Christ's vineyard.;Pope John Paul II;history                5,,,,,,,,,283
To me  horror is when I see somebody lying. I mean a person I know. A friend. And he's telling me something that I accept. And then suddenly  as he or she is telling it  there's something that gives them away. They're not telling me the truth.;Jonathan Frid;truth                   5,,,,,,,,,283
For me  first  it's finding quiet in my life - and I do that through yoga and meditation. It's also been a matter of changing the way I eat  because I think what we eat can inform who we are food is a chemical and a drug to a certain extent.;Mariel Hemingway;food                   6,,,,,,,,,283
Strong  generous  and confident  she has nobly served mankind. Beware how you trifle with your marvellous inheritance  this great land of ordered liberty  for if we stumble and fall freedom and civilization everywhere will go down in ruin.;Henry Cabot Lodge;freedom                 6,,,,,,,,,283
Perhaps  to the uninformed  it may appear unaccountable that a man should be able to retain in his memory such a variety of learning but the close alliance with each other  of the different branches of science  will explain the difficulty.;Marcus V. Pollio;science                  7,,,,,,,,,283
As a chef  you need to respect your guests and their needs. If they decide that they want to eat certain things and not eat others  if for religious reasons or just decide they don't want to eat certain ingredients  you have to respect that.;Joel Robuchon;respect                   9,,,,,,,,,283
Initially  it was the unpractical in fashion that brought me to design my own line. I felt that it was much more attractive to cut clothes with respect for the living  three-dimensional body rather than to cover the body with decorative ideas.;Jil Sander;respect                    9,,,,,,,,,283
As a chef  I had started working with groups like Share Our Strength and various local food banks in New York  raising money for hunger-related issues. And not only me  but the entire restaurant industry has been very focused on this issue.;Tom Colicchio;strength                   9,,,,,,,,,283
With Stacy  it was interesting because you know he was within all this chaos  all these different lives that were so broken and so much anger and so much frustration and their skating came out of that  their different styles came out of that.;John Robinson;anger                   10,,,,,,,,,283
Next month  I will celebrate my 30th anniversary of marriage with my beautiful bride  Vicki. Our marriage has been a blessing. I have gained even more respect for the institution over the past 3 decades and will defend it against attack.;Todd Tiahrt;anniversary                    10,,,,,,,,,283
At any rate  girls are differently situated. Having no need of deep scientific knowledge  their education is confined more to the ordinary things of the world  the study of the fine arts  and of the manners and dispositions of people.;William John Wills;education                  11,,,,,,,,,283
At any rate  girls are differently situated. Having no need of deep scientific knowledge  their education is confined more to the ordinary things of the world  the study of the fine arts  and of the manners and dispositions of people.;William John Wills;knowledge                  11,,,,,,,,,283
For example  I spent a lot of time with Reagan  both before he ran for governor and when he was running for president. As a print reporter without the cameras  I was able to really test the quality of their minds and their knowledge base.;Robert Scheer;knowledge                   11,,,,,,,,,283
By and large  the critics and readers gave me an affirmed sense of my identity as a writer. You might know this within yourself  but to have it affirmed by others is of utmost importance. Writing is  after all  a form of communication.;Ralph Ellison;communication                  12,,,,,,,,,283
As president  Reagan worked very well with Democrats to do big things. It is true that he worked to reduce the size of government and cut federal taxes and he eliminated many regulations  but he also raised taxes when necessary.;Arnold Schwarzenegger;government                    12,,,,,,,,,283
I undertake that  in the exercise of my functions of that office I will have regard to any guidance with respect to ethical standards issued by the secretary of state under Section 66 of the Greater London Authority Act 1999.;Kenneth Robert Livingstone;respect                     16,,,,,,,,,283
Like a lot of you  I grew up in a family on the ragged edges of the middle class. My daddy sold carpeting and ended up as a maintenance man. After he had a heart attack  my mom worked the phones at Sears so we could hang on to our house.;Elizabeth Warren;family                    17,,,,,,,,,283
I played saxophone  so I was into jazz. I learned from each audience and each teacher that I had. I can't really tell you any rules or anything  but the way I develop my beliefs is really just by personally learning from different situations.;Chad Hugo;learning                    18,,,,,,,,,283
We're just into toys  whether it's motorcycles or race cars or computers. I've got the Palm Pilot right here with me  I've got the world's smallest phone. Maybe it's just because I'm still a big little kid and I just love toys  you know?;Catherine Bell;computers                   20,,,,,,,,,283
To make a love story  you need a couple of young people  but to reflect on the nature of love  you're better off with old ones. That is a fact of life and literature - and of the novel ever since it fell in love with love in the 18th century.;James Buchan;nature                   20,,,,,,,,,283
We are living in 1937  and our universities  I suggest  are not half-way out of the fifteenth century. We have made hardly any changes in our conception of university organization  education  graduation  for a century - for several centuries.;H. G. Wells;graduation                21,,,,,,,,,283
When I wrote the song  I had the sea near Bombay in mind. We stayed at a hotel by the sea  and the fishermen come up at five in the morning and they were all chanting. And we went on the beach and we got chased by a mad dog - big as a donkey.;Ray Davies;morning                    21,,,,,,,,,283
With 'Good Will Hunting ' Miramax made certain the recruited audience wasn't expecting to laugh at Robin Williams like they normally do. From my limited experience  you can really blow test screenings by conducting them in the wrong way.;Gus Van Sant;experience                    23,,,,,,,,,283
Since Castro took power  the Cuban people have been denied basic human freedoms. No freedom of religion  no freedom of the press  no political freedom. And the regime uses brutality and violence to suppress these freedoms and impose its will.;Mitt Romney;freedom                   23,,,,,,,,,283
In the government schools  which are referred to as public schools  Indian policy has been instituted there  and its a policy where they do not encourage  in fact  discourage  critical thinking and the creation of ideas and public education.;Russell Means;education                25,,,,,,,,,283
On the basis of biological  sociological  and historical knowledge  we should recognize that the individual self is subject to death or decay  but the sum total of individual achievement  for better or worse  lives on in the immortality of The Larger.;Hu Shih;death                26,,,,,,,,,283
You always hear the phrase  money doesn't buy you happiness. But I always in the back of my mind figured a lot of money will buy you a little bit of happiness. But it's not really true. I got a new car because the old one's lease expired.;Sergey Brin;happiness                     26,,,,,,,,,283
I went to engineering school  which I thought was what I wanted to do  for about two weeks. We had an orientation class and we met this guy where he worked and stuff and it was cool  but I was like  'There is no way this is going to be my life.';Evan Glodell;cool                  28,,,,,,,,,283
God who is eternally complete  who directs the stars  who is the master of fates  who elevates man from his lowliness to Himself  who speaks from the cosmos to every single human soul  is the most brilliant manifestation of the goal of perfection.;Alfred Adler;god                 29,,,,,,,,,283
But I can only take so much TV  because there is so much advice. I find people will preach about virtually anything - your diet  how to live your life  how to improve your golf. The lot. I have always had a thing against the Mister Know-It-Alls.;Bill Murray;diet                   30,,,,,,,,,283
When I started in the business  there was a thing called adult fantasy  but nobody quite knew what it was  and most publishers didn't have an adult fantasy list. They had science fiction lists  which they stuck a little bit of fantasy into.;Terri Windling;science                  30,,,,,,,,,283
We're not uncomfortable with it  and we've already been through enough of the music business where I'm not really worried that commercial success is going to in some way - we're already past saving  you know what I mean? It's too late for us.;Jerry Garcia;music                    31,,,,,,,,,283
We are pre-disposed for fantasy  there is a natural impulse for human beings to want to get off their heads or out of their heads in something in a substance or a drink or an idea or a religion which will comfort them and make life exciting.;Tom Baker;religion                     31,,,,,,,,,283
In opposition to this detachment  he finds an image of man which contains within itself man's dreams  man's illness  man's redemption from the misery of poverty - poverty which can no longer be for him a sign of the acceptance of life.;Salvatore Quasimodo;dreams                   32,,,,,,,,,283
